user_id,auction_id,cat_id,cat1,property,buy_mount,day
877551711,13575165124,50012788,28,21458:33339;2112993:32075;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:3233940;2112713:28471;2112778:41776951;2112778:41777353;21475:137325;2740615:5762317;4002394:27613968;11684888:104528257;2188507:3548502;2770874:3548502,1,20131220
13959156,13697814812,50012424,28,21458:134580233;29177495:7217338;1628665:29778;1628665:29782;1628665:29784;1628665:29785;1628665:29787;1628665:29790;1628665:29793;1628665:29796;1628665:29798;1628665:29799;1628665:31614;1628665:61550;1628665:82340;1628665:92012;1628665:108579;1628665:131622;1628665:133527;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;2397831:40203,2,20131220
381738910,36324662957,50012359,122650008,1628665:29784;1628665:29796;1628665:29785;1628665:29799;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;1628366:30916;8185022:19254462;8185016:31619;23654:22101;7222700:4528057;25935:21990;21458:146484399,1,20131220
16508737,40832904702,50013636,50008168,21458:603751913;133464319:38981007;1628665:3233941;1628665:3233942;25935:21990;32047:93471;122217801:3340598;122217801:34731;122217801:125938;122217801:3238422;122217801:50793479;22135:31412;122217803:30914;22009:29800;122277569:21983;2049128:117906617;22066:30993;22022:102274034;122277668:23751657,1,20140928
706290011,40309040372,50023670,28,21458:42138371;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;11684888:11468;33969:184475658;21475:135183931;29137468:563231894,7,20140928
10777245,24357964587,50006602,50008168,21458:128778281;1633959:4220139;30497:21986;30498:30690;1628366:30915;25935:21991;1628665:3233938;1628665:29784;1628324:3229496;1628324:38368874;1628324:19811010;1628324:56082775,1,20130621
485825810,6116829439,50016030,50008168,1628665:92012;1628665:29790;1628665:3233936;25935:21990;3988306:11580;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;21458:47116598,2,20130621
1093315143,22261876294,50010545,50008168,23150:45030;1628665:3233941;25935:21990;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;1628366:32799;21458:9781295;1633959:9547766,1,20130621
197797522,14056558295,50016704,50022520,21458:7819468;6039164:4281043;1633959:4281043;5261493:52657772;5261480:37474085;34394:29638;33017:114414;33016:31484;1629333:3271268;1629323:106664;1629341:3271303;1629335:3271277;1629337:117245;1629342:21671;1629344:3271316;1629348:114410;1628366:3230095;6619922:27180717;16646653:52928015;1628665:29787;1628665:29799;22142:31454;22142:31458;22142:31462;22142:31465;22142:31470;22142:31483;22142:82017;22142:82020;22142:82021;22142:82023;22142:82024;22142:82026;22142:82027;22142:82030;22142:82029,1,20130212
354929951,42605523274,50023636,28,21458:150601294;122277597:40241;10073869:29433003;11684888:11468;21475:275708185;13023209:27822957;115993660:4609549;11666049:62519847,2,20150123
717579326,20090844864,50018831,50014815,21458:21896;7255170:3223216;8485439:128317465;123923464:29775;25935:51746;7250727:21892;33337:202143987;22757:29230;122217774:3245754,1,20150123
21126725,20269960909,50010542,50008168,21458:11580;25935:21991;1628665:29778;1628665:29784;22019:3284610;22019:2026;22019:50793479;22019:3251926;22019:3287412;22019:3377924;32047:93470;1628366:32799;1627349:36783070;8151548:106665;3988915:29447291;13394971:30993;2919706:3269145;13395135:30912;1633959:3357865,1,20121111
849209402,20090128791,50010549,50008168,21458:9592696;1633959:18076377;25935:21990;1628348:3229645;1627349:114518;3988915:29447291;2904342:30907;13394971:31379;8151548:106665;13395135:21671;2919054:11337999;1628665:92012;1628665:29796;1628665:29799;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;32047:93470;6863019:148660028,1,20121111
408782402,20087740163,50012451,50008168,21458:37946447;1633959:8425717;33162:30914;3156768:4195556;3156768:30731631;3156768:4069612;25935:21990;13512069:48867;1628324:3473865;1628324:3229496;1628324:38368874;1628324:19811010;1628665:3233942;1628665:29798;1628665:29784;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924,1,20121111
33606093,15666845275,50010558,50008168,25935:21991;1628665:3233939;1628665:31614;1628665:3233936;1628665:29798;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:29785;1628665:29799;22019:3287412;22019:3377924;22019:2375;22019:28232;32047:93470;1628305:3229391;1628306:3229402;1628348:3229644;3079382:29641138;8151548:29800;1627349:140223;1628366:32799;13394971:3086;3988915:7197959;13395135:30912;13399649:3306112;21458:26445063;1633959:3380100,1,20121111
676112387,16459564211,50012442,50008168,21458:30992;1628665:92012;8151548:29800;1627349:3227750;1628366:30915;23004:44012;21967:29774;21967:29773;21967:29772;34682:29773;34682:29774;34682:29775;22019:3265977;22019:3248884;22019:3340598;22019:3284610;22019:125938;22019:2026;22019:3238422;22019:50793479;22019:112997257;22019:112997258;22019:112997259;22019:112997264;22019:75837125;22019:112997265;25935:21991;25935:21990;25935:31381;13394971:30993;31368:21977;13395135:21671;23378:220273587;1633959:7441550,1,20130727
206706236,41131387000,50010557,50008168,21458:86127;25935:31381;1628665:29790;122217801:3265977;122217801:3340598,8,20140922
113357955,17447307099,251725,28,22061:14033338;14215263:52990;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21479:3262142;11684888:22986;21475:135183931;13023209:135343;21458:228956272;37537516:221183559,1,20140922
559351364,41226171088,50023722,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233938;33969:31539;21475:135183931;21458:3761460;11666049:62519847,1,20150123
14826747,40403529238,50012835,50014815,21458:10708517;139066005:81863222;1628665:31614;1628665:3233938;122451853:6474327;1628149:110568,1,20141228
1122603408,41593655414,50013636,50008168,21458:156318906;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;25935:21990;32047:93470;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138749;22135:31412;122217803:30916;22009:29800;122277569:21983;2049128:117906617;22066:3086;22022:102274034;122277668:117942785;13023209:3352110;20740686:3352110,1,20141228
22153460,41577227970,50012564,50014815,21458:70376817;7528184:714908351;143371915:714908351,2,20141030
2184390775,36945991354,50011993,28,21458:529763845;13023209:551721869;122218042:50276;1628861:99051;1628967:3259626;32959:104027;122217889:82126;21479:31542;6863019:3726638;21475:135183931;1628665:3233941;1628665:3233942;1628665:29790;1628665:31614;1628665:3233940;1628665:29778;6864839:75475276;6864839:99063;6864839:5233065;6864839:10394602;6864839:120979;6864839:4105896;6864839:28411009;6864839:119507;6864839:119508;6864839:14391487;6864839:6345061;6864839:99064;6864839:75473803,1,20141030
685131418,23904656405,50013711,50008168,21458:30992;1628665:29799;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;23181:31429;1628366:30915;25935:21991;8151548:44428977;13395135:30911,1,20130414
1618659210,18960591334,50013711,50008168,21458:3318698;1633959:217906228;23181:31426;35779:131778;1628366:32799;25935:21991;8151548:106665;13394971:31377;13395135:30912;1628665:29798;1628665:29778;1628665:3233938;1628665:29784;1628665:131622;1628665:29785;1628665:29782;1628665:29799;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232,1,20130414
290416376,23753204779,50012364,122650008,21458:46888;6628892:3447690;1628665:29796;1628665:131622;1628665:3233938;1628665:3233941;1628665:3233936;1628665:29798;1628665:3233940;22007:30376;22007:30378;22007:30379;22007:30380;22007:30381;22007:30382;1628366:30915;2397831:16560944;1629216:47570;8185014:3228727;8185016:3269476;8185021:125116;8185015:3998010;25935:21990;25935:21991,1,20130414
674795288,35591503212,50012359,122650008,21458:3434677;1633959:344388083;1628366:30916;8185022:12951836;8185016:31619;23654:46082;7222700:4195556;25935:21991;1628665:3233941;1628665:3233942;1628665:82340;1628665:29784;1628665:133527;1628665:29799;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;39124336:29855,1,20131224
163434213,36180292188,50023670,28,21458:10518204;120009488:77056905;21475:137325;1628665:3233941;33969:30689,1,20131224
751109889,12751555173,50024439,28,1628665:131622;21475:11488282,1,20131224
42862034,16541191934,50011993,28,21458:4260858;13023209:607159744;29277754:607159744;122218042:3251298;1628861:4260858;32959:104026;122217889:82125;21479:31542;6863019:3726638;11684888:11468;1628665:61550;1628665:92012;1628665:3233941;1628665:3233942;6864839:607191488;21475:135183931,1,20140525
581788279,15445549112,50016704,50022520,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21967:31452;21967:31453;21967:31456;21967:31457;21967:31458;21967:31460;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:31473;21967:31474;21967:82017;21967:82020;21967:82021;21967:82023;21967:82024;21967:82026;21967:82027;21967:82030;21967:82029;21967:82032;21967:82033;21948:52265297;5261480:114542;21479:29800;122277773:114414;122217941:31484;1629333:3271268;122218045:106713;1629341:3272628;122218049:3271277;1629337:117245;22061:3256499;122218046:131774;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;13023209:3272707;21458:62724693;17377946:3272707,1,20140525
844701536,37953519127,50013636,50008168,1628665:3233942;1628665:29790;1628665:31614;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:82340;1628665:29793;1628665:29796;1628665:108579;1628665:29782;25935:21990;32047:93470;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;22135:31412;122217803:30915;22009:29800;122277569:31729;2049128:117906617;22066:30993;22022:102274034;122277668:3548306;13023209:108544874;21458:90064329;13584205:108544874,1,20140525
67966573,15305777299,50005987,50014815,21458:30992;1628665:3233942;1628665:92012;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29784;1628665:29793;1628665:108579;1628665:29782,40,20130320
73090273,13158997959,50010565,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29793;1628665:131622;1628665:108579;1628324:9319927;31976:32608083;8151548:29800;21458:46896;2397831:40203,1,20130320
1080875032,35713716089,50013217,50014815,21458:3504459;4000814:30383620;2397831:33557;1628665:29784;1628665:29793;1628665:29796,1,20131229
676042293,18972105226,50010544,50008168,25935:21990;1628665:3233942;1628665:92012;1628665:31614;1628665:29784;1628665:29796;1628665:29782;22019:50793479;22019:3287412;22019:3377924;32047:93470;1628348:3229645;1628021:46055;3988915:29447291;2904342:30905;13394971:30993;8151548:29813;13395135:33213;13510285:3450338;2919706:3269152;21458:127680862;1633959:29688,1,20131229
1118964539,18534931467,50013207,50008168,21458:114775776;1633959:213518000;2904342:30905;25935:21991;8151548:106665;13394971:30993;13395135:33213;13512632:45026;22019:2026;22019:34731;22019:3284610;22019:3287412;22019:50793479;32047:93470;1628348:11468;1628665:29782;1628665:29796;1628665:82340;1628665:3233938,1,20130328
121608198,17259614302,50013636,50008168,21458:158574692;20706954:4307513;1628665:29798;25935:21990;32047:93471;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22135:31412;1628366:32799;8151548:3309760;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:21984,1,20130328
409260214,18816018539,50013207,50008168,21458:21599;1628665:29778;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;25935:21990;32047:93470;8151548:29800;13394971:30993;13395135:33213;13512632:44718;1628348:11468,1,20130627
1653278527,10659119323,50016006,28,3987574:40762681;3987750:40764522,1,20130627
915998381,37494156770,50012245,50014815,21458:10624392;16532784:755167593;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;21967:29772;21967:29773;21967:29774,2,20141212
1046272175,41583973774,50012365,122650008,21458:182934429;1628665:3233939;1628665:29778;1628665:29782;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;122217803:30916;2397831:16560972;23346:46085;124129949:18340619;122218021:31619;122218019:31686;21948:3269393;3034215:3224847;35730:125116;122217809:31691;122218045:14466536;25935:21991;25935:21990;25935:31381,1,20141216
903939018,18244584284,50012451,50008168,21458:91586564;1633959:3365099;33030:31160;33162:30914;3156768:30731631;3156768:3979320;3156768:3232478;3156768:24927057;3156768:28695579;3156768:4069612;25935:31381;13512069:48867;1628324:3229493;1628324:3473865;1628665:3233941;1628665:3233942;1628665:61550;1628665:29778;22019:3238327;22019:3228688;22019:3265977;22019:3340598;22019:34731;22019:2026;22019:50793479;3156768:4195556;25935:21991;1628324:3229496,1,20120903
833663128,13283656744,50023591,50022520,21458:19938336;1633959:7034468;11697064:31617684;11697039:21983;11719942:22516235;22334:33553046;11761801:119492;8151548:106665;1628665:3233941;1628665:3233939;1628665:3233936;1628665:3233938;1628665:82340;1628665:29793;1628665:29785;1628665:29782;1628665:29799;21967:29774;21967:29773;21967:29772;21967:29775;21967:29776,1,20120903
135407828,15351113167,50009542,50014815,21489:31772;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;2191842:13613106;21475:11580;5229140:38477;2815901:3231180;21458:39743;5313538:7907388;1633959:3231180,1,20120903
115331979,19265736035,50010558,50008168,21458:104029;25935:31381;1633959:133024860;1628665:29784;1628665:29799;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;32047:93470;1628305:117133366;1628306:3229402;1628348:11468;3079382:29641138;8151548:3297582;1627349:140223;1628366:32799;13394971:30993;3988915:29447291;13399649:3315982,1,20120903
51732090,23190508621,50023531,28,21458:247242223;41576171:247242224;1628665:92012;1628665:29790;1628665:31614;1628665:29778;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29782;1628665:29799;32959:104361825;11666049:40203;21475:135183931,10,20140513
868016191,37884093410,50008856,28,1628665:3233941;1628665:3233942;1628665:29790;1628665:31614;1628665:3233936;1628665:3233937;1628665:29793;1628665:108579;21475:275708185;13023209:6533823;21458:213694222;117713577:6533823;2397831:16561164,1,20140513
1109717649,35559448062,50010558,50008168,21458:46888;13023209:289999739;25935:21990;1628348:11468;10144346:29641138;22009:29800;122217965:3227750;122217803:30914;22066:30993;33069:104880;22061:14033338;33203:3502330;1628665:92012;1628665:29798;1628665:29782;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;32047:93471;122217973:117133457;1628306:3229398,1,20140513
899663236,19629599028,50013636,50008168,21458:109893400;13589225:3261529;1628665:3233941;25935:31381;32047:93472;22019:3284610;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22135:31410;1628366:30915;8151548:29800;13529746:31730;13529646:117906618;13394971:30993;22022:102274034;13539026:117942782,1,20130626
13205018,14284618180,50014277,50014815,3748803:51479;5260764:28867;21458:3328243;37853556:51479;37943915:3009,1,20130626
20287566,22780168405,121452056,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:82340;1628665:29787;1628665:29784;122217801:3265977;122217801:3340598;122217801:3284610;122217801:34731;122217801:2026;122217801:3238422;122217801:50793479;122217801:3251926;122217801:3287412;122217801:3377924;122277773:30903;18553309:6038344;122217803:30915;25935:21991;22009:29800;22066:3269223;22061:30912,1,20140705
916718801,38752883224,50010558,50008168,21458:103186042;13023209:12555490;25935:21990;1628665:3233942;1628665:31614;1628665:3233937;1628665:82340;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;32047:93470;122217973:117133366;1628306:3229402;1628348:11468;10144346:29641136;22009:29800;122217965:3227750;122217803:30915;22066:30993;33069:104880;22061:114477;33203:3502330,1,20140705
776003782,19166576777,50001748,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:29782;22066:21671;21458:158902703;2397831:16560881,1,20140705
204430,21416328484,50000820,28,21458:30992;1628665:3233941;1628665:31614;1628665:108579;21475:135183931;23378:22655;2397831:40203,4,20140903
2197300223,40164793197,50010558,50008168,21458:270335793;22009:3297582;22061:14033338;22066:3086;25935:21991;32047:93471;33069:104880;33203:3502330;1628306:3229402;1628348:3229644;10144346:29641138;122217803:30914;122217965:3227750;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:34731;122217801:3265977;122217801:3340598;122217801:2026;122217801:3238422;122217801:50793479,1,20140903
44676816,40237217646,50014530,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:61550;1628665:3233938;1628665:82340;1628665:131622;1628665:29796;1628665:133527;10144346:493822457;33203:16985432;22009:29800;122217801:30309;25935:21990;33069:117103302;13023209:527114181;21458:677592042;140289486:3394951,1,20140903
24911195,35689085952,121394024,50008168,21458:3471279;13023209:297023992;22009:29800;122217803:30914;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:3232480;21477:3232478;21477:30731632;21477:24927057;21477:28695579;21477:3354400;21477:4069612;25935:31381;13512069:48867;21475:493281615;21475:493281616;21475:20145005;21475:234713719;21475:493281617;21475:493281618;21475:493281619;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138748;122217801:138749,1,20141019
173789766,20208993428,50012460,50014815,21458:61506476;2815901:281616031;10208451:45230;10208451:3412947;10208451:21671;30176165:4053502,1,20141019
711528325,15799901720,50012451,50008168,21458:122635653;1628665:3233942;1628665:29790;1628665:61550;1628665:29778;1628665:3233938;13023209:137594062;122217801:31001;122217801:3265977;122217801:3340598;122217801:125938;122217801:3238422;122217801:3287412;122217801:3377924;122217801:2375;22009:29800;122217803:3290137;21477:30731631;21477:106779;21477:3979320;21477:24927057;21477:28695579;21477:4069612;25935:31381;13512069:31494,1,20140228
40616940,37075380759,50013207,50008168,21458:30992;1628665:29778;1628665:3233938;22121:30905;122217801:3265977;122217801:3340598;122217801:3284610;122217801:34731;122217801:2026;122217801:50793479;25935:21991;32047:93471;22009:27417714;22066:29563;22061:30912;122217806:30902;1628348:11468,1,20140228
345518849,25641120689,50006602,50008168,21458:119533678;10984217:21985;13023209:213010349;21479:106713;1628665:3233938;1628665:29796;1628665:29782;21475:7202757;21475:3472605;21475:3473865;21475:3229496;122217803:30915;25935:31381,1,20140228
716580506,12305006841,50016032,28,21458:56731802;122217858:49624;11918591:106319613;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:29787;6796859:52367;11684888:22986,2,20140918
171495477,41562983072,50012428,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938,1,20141013
54983976,5539032073,50024842,50008168,21458:29563;1628665:29799,1,20130919
95246127,14960797356,50012456,50014815,21458:91187902;1633959:151200761;1628665:3233941;1628665:3233939;1628665:29784;1628665:29793,1,20130919
115230893,39989168058,50010555,50008168,21458:111265220;136158034:3242605;25935:21990;1628665:3233941;122217801:3275004;122217801:3261251;122277773:38363840;32047:93471;122217803:30915;22009:29800;33069:104880;1628348:11468;122217806:30903,1,20140728
1691663528,38511712798,50009540,50014815,1628665:3233941;1628665:3233942;1628665:29790;1628665:31614;1628665:3233936;1628665:3233938;1628665:82340;1628665:29793;1628665:131622;1628665:108579;1628665:29785;2191928:47252;2191842:13613106;21479:50666323;122451853:6474327;22277:3818789;2815901:592372010;21458:27514893;32801792:492393570,1,20140728
258784119,18608044473,50018820,38,6940834:29865;1628149:4421827;21475:108284;22757:29230;13023209:91085032;21458:188471623,1,20140728
854223500,40549984639,50023591,50022520,1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:3233936;1628665:3233937;1628665:3233938;1628665:82340;1628665:29793;1628665:131622;1628665:108579;1628665:29785;21967:29774;21967:29775;21967:29776;122277569:21983;21477:22516235;122217803:3290137;11761801:119491;22009:29800;13023209:23506;21458:10484499,1,20141005
226914435,8232556503,211122,38,21458:21782;36786:42781029;6933553:3313377;13023102:3312418;3346378:75369987;22757:40732;21475:10044176;1628149:112911;122277714:40732;6940834:29865,1,20141005
370499230,39314051667,50023531,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;32959:21671;11684888:11468;21475:135183931;13023209:28890;21458:3392580;142656135:28890;11666049:40203,10,20150109
2072002358,41367321494,50140021,50008168,1628665:29790;1628665:29799;22061:14033338;122217801:3265977;122217801:3248884;122217801:3340598;30640:93470;122217803:30916;122217965:114518;22009:29800;25935:21990;21458:339141513,1,20150109
810215254,17567359388,50011993,28,122218042:13068;21475:135183931;1628861:32865;32959:104027;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:29799;122217889:82125;21479:31542;6863019:3726638;6864839:99201;6864839:75475274;6864839:75475275;6864839:99063;6864839:5233065;11684888:11468;13023209:11507512,1,20140815
1719584309,39662299065,50012360,122650008,1628665:3233938;1628665:29785;1628665:29799;22007:30384;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;122217803:30914;21948:3228727;122217809:31690;124129949:3229359;122218021:31619;35730:125116;25935:21991;122277820:6069822;13023209:105221;21458:307148244;2397831:16561164,1,20140815
749940191,41387134128,50010557,50008168,21458:216386273;13023209:3343623;25935:21990;1628665:3233942;1628665:3233939;1628665:31614;1628665:61550;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;32047:93470;1627368:3218566;122217965:3218241;22009:106713;22066:31379;33069:104880;22121:30905;22061:21671;1628348:11468,1,20141104
702530648,35382121753,50013636,50008168,21458:29907858;13023209:7205452;45227715:7205452;25935:21991;32047:93470;22135:31412;122217803:30914;22009:29801;122277569:21983;2049128:117906617;22066:30993;22022:102274034;122277668:21984;1628665:3233942;1628665:29784;1628665:29796;1628665:133527;1628665:108579;1628665:29782;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,20141206
1742549457,41505870508,50010557,50008168,21458:159191978;13023209:3548559;25935:21991;1627368:3218566;122217965:3227750;22009:21671;22066:31379;33069:104880;22121:31004;22061:30912;1628348:11468;32047:93470;22119:30902;1628665:3233941;1628665:31614;1628665:29798;1628665:29784;1628665:29782;1628665:29799;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232,1,20141206
83485653,18611994872,50156020,50008168,21458:30992;1628665:29778;1628665:29782;1628665:29784;1628665:29785;1628665:29787;1628665:29790;1628665:29793;1628665:29796;1628665:29798;1628665:29799;1628665:131622;1628665:133527;22185:21990;13395135:33213;27707896:30904;1633959:3610947;22019:3265977;22019:3340598;22019:3284610;22019:34731;30640:93471;22334:30915;8151548:29800;13394971:30993;27692354:30905;1628348:11468,1,20130905
15424730,15896720740,50010555,50008168,21458:3344116;1633959:3354511;8497885:3354511;25935:31381;3783431:38363838;1628366:32799;3988915:104912;1628348:11468;3731658:30902;1628665:3233942;1628665:3233938;22019:3238327;22019:3228688;32047:93471,1,20130905
13508571,27210088439,50026460,50022520,21458:4535889;1633959:306889562,2,20130905
1037210150,14351097125,50012360,122650008,21458:74500944;1633959:3336169;1628366:30915;2397831:16561295;8185014:3269393;8185017:31691;21972:29855;8185016:31619;8185021:117229;8185020:18034498;25935:21991;25935:21990;25935:31381;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233937;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401,1,20130401
474610174,6889251326,50024842,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;25935:21991;13545112:43704;13545177:17344428;21458:13668755,1,20130401
155030342,16463097664,50013187,28,21458:136169733;21475:11488282;2397831:16561164;11988132:114771;11988555:71108369;1628665:92012;1628665:3233939;1628665:3233942;11988438:31184545;11988438:54384325;11988438:106862020;11988438:106862022;18129249:195714317,1,20130401
790093644,10845288171,211122,38,21458:21771;25843:91961153;6933553:3313169;10162861:3329357;5393572:75369289;33595:29230;21475:137314;6933666:68145978;14814533:40945,1,20131223
112683557,36388282233,50012365,122650008,21458:30992;1628665:29778;1628665:29787;1628665:29784;1628665:29796;1628665:29782;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;1628366:30916;23346:46085;8185015:18340619;8185016:31619;8185018:31686;1629233:14543980;3034215:3224847;8185021:125116;8185017:31691;2232918:14466535;25935:21991;1633959:13068;2397831:16561025,1,20131223
1095238990,36197387014,50010544,50008168,21458:377317680;25935:31381;1628665:29799;22019:138748;22019:138749;32047:93470;1628348:3229644;1628021:46055;3988915:29447291;2904342:30907;13394971:29563;8151548:29807;13395135:30912;13510285:3450338;2919706:3269152,1,20131223
812136222,17528844221,50012564,50014815,21458:138374064;16733532:21895;16733534:3223096;4859783:4103416,1,20130511
31927444,19498012544,50023640,28,11576056:94458171;11684888:104528257;21475:11488282,1,20130511
705097846,35880298828,50003700,28,21458:29455963;14278406:5266232;21475:393390122;1628665:3233941;1628665:3233942;1628665:29790;1628665:31614;1628665:3233937;3139975:30601;6796859:29841,1,20140411
